N_val: 2
N_val: 2 | a_val: 0.6
      From worker 3:	N_val: 2 | a_val: 0.6 | IC: 17 / 500
      From worker 14:	N_val: 2 | a_val: 0.6 | IC: 127 / 500
      From worker 43:	N_val: 2 | a_val: 0.6 | IC: 418 / 500
      From worker 42:	N_val: 2 | a_val: 0.6 | IC: 407 / 500
      From worker 39:	N_val: 2 | a_val: 0.6 | IC: 377 / 500
      From worker 44:	N_val: 2 | a_val: 0.6 | IC: 428 / 500
      From worker 8:	N_val: 2 | a_val: 0.6 | IC: 67 / 500
      From worker 33:	N_val: 2 | a_val: 0.6 | IC: 318 / 500
      From worker 18:	N_val: 2 | a_val: 0.6 | IC: 167 / 500
      From worker 23:	N_val: 2 | a_val: 0.6 | IC: 217 / 500
      From worker 28:	N_val: 2 | a_val: 0.6 | IC: 268 / 500
      From worker 38:	N_val: 2 | a_val: 0.6 | IC: 367 / 500
      From worker 49:	N_val: 2 | a_val: 0.6 | IC: 478 / 500
      From worker 9:	N_val: 2 | a_val: 0.6 | IC: 77 / 500
      From worker 6:	N_val: 2 | a_val: 0.6 | IC: 48 / 500
      From worker 29:	N_val: 2 | a_val: 0.6 | IC: 278 / 500
      From worker 25:	N_val: 2 | a_val: 0.6 | IC: 238 / 500
      From worker 27:	N_val: 2 | a_val: 0.6 | IC: 258 / 500
      From worker 41:	N_val: 2 | a_val: 0.6 | IC: 398 / 500
      From worker 15:	N_val: 2 | a_val: 0.6 | IC: 138 / 500
      From worker 30:	N_val: 2 | a_val: 0.6 | IC: 288 / 500
      From worker 36:	N_val: 2 | a_val: 0.6 | IC: 348 / 500
      From worker 7:	N_val: 2 | a_val: 0.6 | IC: 58 / 500
      From worker 23:	N_val: 2 | a_val: 0.6 | IC: 218 / 500
      From worker 22:	N_val: 2 | a_val: 0.6 | IC: 209 / 500
      From worker 4:	N_val: 2 | a_val: 0.6 | IC: 28 / 500
      From worker 24:	N_val: 2 | a_val: 0.6 | IC: 229 / 500
      From worker 5:	N_val: 2 | a_val: 0.6 | IC: 38 / 500
      From worker 31:	N_val: 2 | a_val: 0.6 | IC: 299 / 500
      From worker 51:	N_val: 2 | a_val: 0.6 | IC: 498 / 500
      From worker 13:	N_val: 2 | a_val: 0.6 | IC: 118 / 500
      From worker 45:	N_val: 2 | a_val: 0.6 | IC: 438 / 500
      From worker 12:	N_val: 2 | a_val: 0.6 | IC: 109 / 500
      From worker 2:	N_val: 2 | a_val: 0.6 | IC: 8 / 500
      From worker 11:	N_val: 2 | a_val: 0.6 | IC: 98 / 500
      From worker 37:	N_val: 2 | a_val: 0.6 | IC: 358 / 500
      From worker 47:	N_val: 2 | a_val: 0.6 | IC: 459 / 500
      From worker 10:	N_val: 2 | a_val: 0.6 | IC: 88 / 500
      From worker 34:	N_val: 2 | a_val: 0.6 | IC: 328 / 500
